Number_of_sequences,AB-1-0-1,AB-1-1-2,AB-1-10-11,AB-1-11-12,AB-1-12-13,AB-1-14-15,AB-1-2-3,AB-1-3-4,AB-1-4-5,AB-1-5-6,AB-1-6-7,AB-1-7-8,AB-1-8-9,AB-1-9-10
57953,6273.362,4884.553,11038.595,6338.038,5814.155,6831.89,5114.309,4713.455,5213,5958,6014.002,8370.596,10187.253,11870.429
57965,6279.777,4884.8,11040.064,6338.887,5814.575,6838.978,5114.866,4713.989,5215,5959,6014.631,8379.495,10188.711,11871.925
58000,6286.559,4886.074,11044.936,6341.059,5816.167,6846.482,5116.188,4715.469,5216,5961,6017.081,8389.156,10193.093,11877.284
58079,6293.711,4888.934,11056.024,6346.627,5819.779,6853.575,5119.605,4718.783,5218,5966,6021.302,8397.731,10203.671,11888.932
58088,6300.476,4889.229,11057.081,6347.256,5820.239,6859.78,5120.209,4719.055,5220,5966,6022.074,8406.604,10205.012,11890.417
58100,6306.636,4889.882,11058.352,6347.967,5820.634,6867.007,5120.793,4719.733,5222,5967,6022.638,8415.243,10206.621,11892.122
58131,6313.442,4890.957,11062.669,6349.974,5822,6873.819,5121.962,4720.998,5223,5968,6024.603,8423.894,10210.938,11896.981
58184,6320.694,4893,11069.824,6353.729,6919.532,6880.304,5124.477,4723.269,5225,5970,6026.983,8433.368,10218.293,11904.7
58197,6327.623,6282.063,11071.54,6354.53,6925.864,6887.014,5124.794,4723.862,5225,5971,6027.812,8442.315,10219.857,11906.674
58200,6331.857,6285.655,11071.786,6354.604,6929.506,6891.267,5124.915,4723.961,5226,5971,6028.078,8447.599,10220.363,11907.306
58213,6334.779,6287.559,11073.423,6355.433,6931.944,6893.923,5125.188,4724.471,5226,5972,6028.28,8451.221,10221.754,11909.276
58234,6341.35,6293.61,11076.522,6356.918,6938.319,6900.991,5126.4,4725.082,5228,5973,6029.399,8459.541,10224.501,11912.637
58300,6347.802,6299.38,11086.379,6361.03,6944.882,6907.552,5129.342,4727.379,5232,5977,6033.344,8468.564,10233.085,11922.484
58344,6354.076,6304.632,11091.983,6364.223,6950.951,6914.773,5130.879,4728.826,5233,5979,6035.82,8477.778,10238.887,11929.218
58348,6361.376,6310.624,11092.544,6364.584,6957.298,6921.837,5131,4728.899,5234,5979,6036.061,8486.69,10239.495,11929.777
58400,6368.418,6316.008,11099.311,6368.556,6962.952,6929.084,6144.223,4731.025,5237,5982,6038.528,8494.735,10245.638,11938.634
58426,6375.369,6321.942,11103.228,6370,6968.734,6935.862,6149.679,4732.216,5238,5984,6039.699,8503.372,10248.803,11942.852
58459,6381.734,6327.752,11107.512,7641.938,6974.631,6941.996,6155.164,4733.59,5242,5986,6041.236,8512.513,10253.388,11948.41
58493,6387.999,6333.195,11112.78,7650.387,6980.424,6948.48,6160.609,4735,6233.825,5989,6043.424,8521.092,10257.687,11953.847
58500,6394.47,6338.521,11113.869,7657.999,6986.9,6955.643,6165.802,5649.562,6238.888,5989,6043.931,8530.009,10258.59,11954.827
58508,6401.29,6344.084,11114.675,7665.917,6992.995,6961.917,6171.045,5654.846,6243.977,5990,6044.616,8538.89,10259.517,11956.214
58540,6407.918,6350.214,11119.308,7673.858,6999.352,6968.904,6176.367,5659.896,6249.393,5991,6046.038,8547.858,10263.625,11961.242
58567,6414.418,6355.45,11122.757,7681.718,7005.454,6976.137,6181.479,5665.1,6254.426,5991,6047.256,8556.492,10267.564,11965.322
58600,6420.958,6361.507,11126.774,7690.188,7011.732,6983.037,6186.301,5669.909,6259.366,5992,6049.105,8565.602,10271.92,11970.235
58651,6428.075,6367.282,11133.687,7698.214,7017.993,6989.772,6191.477,5675.024,6264.167,5996,6051.745,8574.32,10278.331,11977.681
58700,6434.183,6372.531,11140.487,7705.978,7023.934,6997.056,6197.081,5680.157,6269.044,5998,6054.403,8582.578,10284.353,11985.133
58790,6440.883,6378.464,11152.836,7714.119,7030.277,7004.117,6203.393,5684.984,6274.092,6004,6058.916,8591.341,10296.461,11999.111
58800,6447.242,6383.55,11154.326,7721.748,7035.803,7010.806,6208.761,5690.17,6279.132,6004,6059.572,8599.983,10297.688,12000.576
58900,6453.629,6388.977,11169.085,7730.05,7041.807,7017.435,6213.811,5695.078,6283.839,6010,6064.637,8608.549,10310.807,12015.924
58969,6459.898,6393.966,11178.874,7737.857,7048.063,7023.375,6219.291,5699.591,6288.827,6013,6068.642,8617.242,10319.55,12026.222
58970,6466.602,6399.439,11179.021,7745.896,7054.569,7030.058,6224.26,5704.145,6294.255,6013,6068.691,8625.584,10319.648,12026.394
58984,6472.974,6405.154,11180.873,7754.534,7060.326,7036.792,6230.201,5709.088,6299.452,6013,6069.329,8634.754,10321.226,12028.548
59000,6479.615,6410.658,11183.074,7762.347,7066.415,7043.812,6235.009,5714.076,6304.288,6015,6070.237,8643.746,10323.247,12031.325
59097,6486.128,6416.492,11196.336,7769.679,7072.921,7050.799,6240.617,5718.436,6309.498,6023,6075.136,8652.871,10335.637,12046.27
59100,6492.498,6422.307,11196.724,7777.309,7078.833,7057.165,6245.887,5723.244,6314.372,6514.567,6075.281,8661.14,10336.1,12046.784
59123,6498.698,6427.426,11200.28,7785.664,7084.337,7063.83,6251.116,5727.886,6319.569,6519.869,6076.554,8669.636,10338.956,12050.223
59200,6505.363,6433.018,11209.931,7793.654,7090.311,7070.249,6255.874,5733.052,6324.871,6525.036,6080.588,8678.117,10348.861,12062.588
59243,6511.587,6438.362,11215.926,7801.392,7096.887,7076.83,6261.019,5737.967,6330.004,6530.114,6083,8686.359,10354.757,12069.677
59300,6518.036,6443.981,11223.154,7809.563,7103.001,7083.252,6267.084,5743.273,6335.117,6535.198,6171.079,8695.095,10362.276,12078.592
59400,6524.49,6449.851,11236.814,7817.52,7109.141,7090.075,6271.824,5748.228,6340.753,6540.427,6175.598,8703.356,10375.587,12093.762
59500,6531.071,6455.515,11249.733,7825.156,7115.016,7097.063,6277.554,5753.037,6345.963,6545.709,6180.314,8711.799,10388.772,12109.414
59600,6536.862,6460.706,11262.94,7833.101,7120.88,7104.327,6282.586,5757.973,6351.129,6550.578,6184.77,8720.844,10401.61,12125.053
59700,6543.303,6466.206,11276.085,7841.455,7127.108,7111.235,6287.92,5762.365,6355.571,6555.391,6189.634,8729.772,10415.033,12140.683
59800,6549.687,6471.712,11290.39,7849.423,7132.556,7118.122,6293.187,5767.509,6360.644,6560.36,6194.112,8738.55,10428.187,12156.817
59900,6555.856,6476.752,11303.55,7857.309,7138.67,7125.034,6298.254,5772.506,6365.935,6565.908,6198.957,8746.377,10441.242,12170.973
60000,6562.185,6481.909,11317.979,7865.147,7144.414,7131.557,6303.39,5777.287,6370.888,6571.207,6203.904,8755.655,10453.887,12187.537
60100,6568.893,6487.046,11331.976,7873.056,7150.22,7138.024,6308.96,5782.411,6375.911,6576.345,6208.67,8763.942,10466.123,12202.602
60112,6575.331,6492.532,11333.547,7881.161,7156.729,7144.933,6314.377,5786.423,6381.42,6581.52,6213.201,8772.663,10467.854,12204.473
60200,6581.543,6498.554,11345,7889.109,7162.492,7150.804,6319.788,5791.217,6386.303,6586.646,6218.034,8781.182,10479.355,12218.713
60300,6588.321,6504.315,11359.031,7897.021,7168.076,7157.979,6324.783,5796.465,6391.167,6591.601,6222.828,8790.198,10491.418,12233.909
60400,6594.529,6509.701,11372.448,7904.481,7173.704,7164.989,6330.002,5801.208,6396.191,6596.668,6227.295,8799.628,10504.156,12250.05
60500,6601.133,6515.177,11385.766,7912.112,7178.937,7171.831,6335.526,5805.878,6400.875,6601.801,6231.392,8808.459,10517.935,12265.266
60600,6607.453,6520.924,11399.849,7919.5,7184.539,7178.642,6341.005,5810.851,6405.344,6606.724,6236.035,8817.81,10531.498,12280.952
60700,6613.891,6526.278,11413.833,7927.403,7190.516,7185.553,6346.129,5815.366,6409.964,6611.975,6240.719,8827.102,10543.17,12296.576
60740,6620.944,6531.645,11419.749,7935.646,7196.11,7192.023,6351.206,5820.168,6414.721,6616.92,6245.099,8835.494,10548.834,12302.817
60800,6627.023,6537.431,11427.991,7943.826,7201.705,7198.985,6355.948,5824.443,6419.585,6622.225,6249.779,8844.151,10557.159,12311.848
60900,6633.257,6543.035,11442.215,7952.435,7207.505,7205.177,6360.849,5829.386,6424.471,6627.243,6254.869,8852.53,10570.231,12326.645
61000,6639.533,6548.408,11455.271,7960.351,7213.803,7211.372,6366.162,5834.019,6429.909,6631.987,6259.659,8861.126,10583.193,12341.999
61100,6646.088,6553.811,11469.002,7967.509,7219.41,7217.941,6371.813,5838.997,6434.913,6636.726,6264.445,8870.277,10596.233,12357.709
61200,6652.41,6559.064,11482.032,7975.226,7225.418,7225.026,6376.557,5843.916,6439.826,6642.231,6269.427,8879.148,10609.91,12372.428
61300,6658.465,6564.078,11495.556,7983.418,7231.775,7231.626,6381.375,5848.971,6445.31,6647.288,6274.421,8887.703,10622.394,12387.555
61400,6664.693,6569.798,11510.043,7991.303,7237.557,7238.429,6386.501,5854.021,6450.539,6652.783,6279.342,8895.306,10634.362,12402.804
61500,6670.53,6574.979,11523.371,7999.044,7243.23,7245.438,6391.478,5858.285,6455.412,6657.796,6284.374,8904.461,10646.618,12417.722
61600,6676.961,6580.483,11536.723,8006.876,7249.001,7252.261,6396.666,5862.829,6460.427,6662.422,6289.336,8912.472,10659.399,12431.92
61700,6683.508,6585.523,11549.753,8014.328,7255.096,7258.841,6402.23,5867.341,6465.165,6667.736,6293.803,8921.071,10672.148,12447.418
61800,6689.82,6590.69,11562.976,8022.235,7261.247,7265.603,6407.926,5871.879,6470.075,6673.228,6298.417,8929.855,10684.346,12462.767
61900,6695.98,6596.431,11577.774,8029.642,7266.86,7272.075,6413.498,5876.334,6475.118,6678.138,6302.773,8937.967,10697.825,12477.497
62000,6702.607,6602.262,11591.117,8037.568,7272.284,7278.649,6418.878,5880.931,6479.588,6683.476,6307.271,8946.052,10709.989,12492.287
62100,6708.621,6607.891,11605.309,8045.588,7278.347,7284.621,6424.103,5885.713,6484.406,6688.603,6311.662,8953.949,10722.83,12507.923
62200,6714.721,6613.153,11618.232,8053.499,7284.042,7291.267,6429.294,5889.739,6489.408,6694.148,6316.447,8961.997,10736.296,12522.42
62300,6721.086,6618.398,11631.695,8060.652,7289.563,7297.877,6434.994,5894.65,6494.936,6699.011,6320.965,8970.323,10748.153,12537.34
62400,6727.111,6623.428,11645.143,8068.557,7295.427,7304.753,6440.01,5899.335,6499.923,6704.091,6325.343,8979.019,10761.065,12552.263
62500,6733.533,6628.483,11659.695,8076.446,7300.89,7311.844,6445.354,5904.153,6504.865,6709.246,6329.933,8988.158,10772.85,12567.33
62595,6739.915,6634.359,11671.897,8084.652,7306.33,7318.922,6450.812,5908.547,6509.804,6714.275,6334.141,8997.257,10785,12581.539
62600,6745.978,6639.612,11672.555,8092.407,7311.826,7325.898,6456.626,5912.924,6514.524,6719.561,6338.882,9006.456,8235.624,12582.56
62700,6753.245,6644.827,11686.491,8100.032,7317.505,7332.422,6461.547,5917.321,6519.861,6724.263,6343.291,9014.847,8243.247,12598.268
62800,6759.81,6650.095,11701.353,8108.425,7323.349,7339.017,6466.531,5922.142,6524.6,6729.134,6347.844,9022.832,8250.633,12614.262
62900,6766.484,6655.754,11714.408,8116.028,7328.83,7345.958,6472.121,5926.549,6529.219,6734.27,6352.538,9031.376,8258.104,12629.84
63000,6772.842,6661.141,11727.18,8124.336,7334.133,7352.782,6477.337,5931.602,6534.057,6739.292,6356.771,9040.397,8265.542,12645.158
63100,6778.847,6666.259,11740.997,8131.366,7339.819,7359.125,6482.182,5936.388,6538.691,6744.377,6361.096,9049.303,8273.509,12660.183
63200,6784.851,6671.325,11755.182,8139.346,7345.669,7366.045,6487.34,5941.317,6543.428,6749.317,6365.275,9057.907,8281.142,12675.43
63300,6791.241,6676.731,11769.153,8146.259,7350.983,7372.426,6491.776,5945.609,6547.978,6754.209,6369.115,9065.867,8288.637,12690.422
63400,6798.073,6682.863,11781.931,8154.156,7356.828,7379.363,6496.972,5950.289,6552.826,6759.722,6373.838,9074.129,8296.019,12704.975
63500,6804.324,6687.938,11795.497,8162.346,7362.276,7385.471,6502.194,5954.775,6557.665,6764.678,6378.281,9081.95,8303.525,12720.58
63600,6810.439,6693.516,11808.73,8169.538,7367.848,7392.325,6507.021,5959.363,6562.51,6769.599,6382.808,9090.214,8311.035,12736.239
63700,6816.285,6698.871,11821.914,8176.785,7373.838,7398.671,6511.511,5963.835,6567.591,6774.507,6387.219,9099.336,8318.617,12751.451
63800,6823.186,6704.098,11835.872,8184.896,7379.758,7405.217,6516.477,5968.683,6572.358,6780.022,6391.441,9108.248,8326.539,12766.12
63900,6829.889,6708.758,11848.284,8192.814,7385.545,7412.383,6521.728,5972.836,6577.449,6784.857,6396.276,9117.022,8333.95,12781.588
64000,6836.296,6714.058,11861.449,8200.291,7391.308,7418.814,6526.519,5976.995,6581.778,6789.923,6400.904,9125.516,8341.48,12796.601
64100,6842.499,6719.585,11874.788,8207.837,7396.793,7425.505,6531.733,5981.365,6587.325,6794.909,6406.085,9134.608,8349.314,12810.918
64200,6848.771,6725.36,11886.622,8215.462,7402.643,7432.083,6536.775,5986.201,6592.478,6799.978,6410.356,9142.885,8356.779,12824.668
64224,6855.192,6730.678,11890,8222.463,7408.35,7438.533,6541.841,5990.544,6597.262,6804.747,6414.688,9151.753,8364.155,12828.834
64300,6861.101,6735.927,8537.56,8230.151,7414.148,7444.714,6546.735,5994.869,6602.246,6809.894,6418.844,9159.654,8371.895,12839.868
64400,6867.42,6740.898,8545.41,8237.63,7419.614,7450.969,6551.642,5998.822,6607.341,6815.038,6423.024,9168.136,8379.812,12854.875
64500,6874.088,6746.248,8552.955,8245.42,7425.291,7457.236,6556.942,6002.842,6612.052,6820.211,6427.382,9176.554,8387.178,12869.942
64600,6880.214,6751.697,8560.126,8253.417,7430.606,7464.015,6561.591,6007.377,6616.72,6825.188,6431.769,9184.714,8394.548,12885.811
64700,6886.348,6756.667,8567.209,8261.481,7436.6,7470.307,6567.426,6012.412,6621.409,6830.377,6436.12,9193.339,8402.569,12900.1
64800,6892.924,6761.865,8574.443,8269.604,7442.385,7477.058,6571.988,6016.847,6626.104,6835.332,6440.734,9202.083,8409.773,12915.225
64868,6899.297,6767.297,8582.172,8277.276,7447.703,7483,6576.959,6021.054,6630.986,6840.265,6445.098,9210.267,8417.244,12925
,6904.942,6772.395,8589.289,8285.575,7453.28,7490.265,6582.285,6025.534,6636.234,6845.037,6449.258,9218.103,8425.077,9078.474
,6911.052,6777.536,8596.572,8293.181,7458.892,7496.773,6587.592,6030.458,6641.056,6849.412,6453.73,9226.88,8432.234,9086.782
,6917.868,6783.253,8604.156,8300.785,7464.1,7503.448,6592.729,6034.947,6645.709,6854.366,6457.967,9235.331,8439.226,9095.496
,6923.864,6789.085,8611.706,8308.611,7469.618,7510.107,6597.837,6039.149,6650.045,6859.715,6462.42,9243.506,8446.78,9103.822
,6930.169,6794.173,8619.16,8316.324,7475.175,7516.666,6602.599,6043.359,6654.57,6864.558,6466.943,9251.996,8453.945,9112.16
,6936.489,6799.225,8626.493,8324.309,7480.726,7522.562,6607.722,6048.151,6659.621,6869.613,6471.125,9260.608,8461.41,9121.039
,6942.698,6804.401,8634.027,8332.071,7486.23,7528.635,6613.201,6052.311,6664.638,6874.755,6475.657,9268.644,8468.914,9129.86
,6948.701,6809.316,8641.348,8339.295,7491.601,7534.753,6618.151,6056.745,6669.343,6880.335,6480.263,9276.409,8475.86,9137.848
,6954.831,6814.391,8648.79,8346.664,7496.823,7541.202,6622.884,6061.418,6674.229,6885.185,6484.897,9284.563,8483.668,9145.951
,6961.301,6819.52,8656.015,8354.337,7502.819,7547.286,6628.021,6066.245,6679.284,6890.093,6490.102,9293.03,8491.534,9153.921
,6967.684,6824.793,8663.679,8361.631,7508.011,7553.918,6633.052,6070.963,6683.414,6895.18,6494.575,9301.833,8499.235,9161.81
,6973.761,6830.089,8670.971,8369.377,7513.875,7560.354,6637.798,6075.675,6688.403,6899.787,6499.436,9309.942,8507.115,9170.293
,6980.145,6834.851,8677.993,8376.586,7519.54,7566.737,6642.42,6079.983,6693.057,6904.532,6504.098,9318.582,8514.383,9178.467
,6986.476,6840.234,8685.824,8384.311,7524.985,7573.357,6648.056,6084.746,6697.689,6909.819,6508.679,9326.537,8522.49,9187.179
,6992.464,6845.449,8693.11,8391.424,7529.961,7579.704,6653.011,6089.378,6702.594,6915.302,6512.956,9335.114,8530.043,9195.946
,6999.153,6850.435,8700.696,8399.096,7535.143,7585.97,6658.32,6093.64,6706.966,6920.436,6516.823,9343.188,8537.786,9203.972
,7004.877,6855.417,8707.928,8406.52,7540.96,7592.448,6662.908,6097.965,6711.691,6925.152,6521.402,9351.672,8545.314,9213.063
,7011.236,6860.358,8715.546,8413.772,7546.19,7598.982,6668.093,6102.999,6716.626,6929.843,6525.605,9360.275,8553.218,9221.151
,7017.944,6865.374,8722.518,8421.503,7551.561,7605.705,6673.195,6107.89,6721.498,6934.793,6530.107,9368.867,8560.838,9229.715
,7018.025,6865.407,8722.551,8421.584,7551.641,7605.737,6673.244,6107.924,6721.53,6934.826,6530.125,9368.948,8560.902,9229.779
,7024.086,6870.707,8730.054,8428.739,7557.279,7611.959,6677.977,6112.066,6726.383,6939.693,6533.934,9378.042,8568.392,9237.918
,7030.073,6875.365,8737.8,8436.589,7562.575,7618.635,6683.161,6116.889,6731.309,6944.319,6538.42,9386.371,8576.18,9246.866
,7036.593,6880.742,8744.904,8444.29,7568.033,7624.576,6687.53,6121.474,6736.487,6949.135,6542.486,9394.174,8583.717,9255.664
,7042.647,6886.215,8752.105,8451.921,7574.136,7630.437,6692.184,6125.968,6741.43,6954.123,6546.335,9402.576,8591.268,9263.404
,7048.902,6891.28,8759.99,8459.065,7579.484,7636.641,6697.322,6130.218,6746.028,6959.092,6550.419,9410.462,8598.64,9271.01
,7055.045,6896.555,8768.073,8466.728,7585.343,7643.408,6702.329,6134.732,6750.981,6963.709,6554.634,9418.72,8605.503,9279.934
,7061.543,6901.221,8775.267,8473.884,7590.596,7649.482,6707.337,6139.643,6755.867,6968.487,6558.444,9427.041,8612.872,9288.226
,7067.662,6906.253,8782.693,8481.464,7595.643,7655.502,6712.404,6143.896,6760.959,6973.227,6562.864,9434.881,8620.686,9296.476
,7073.71,6911.401,8790.417,8488.699,7600.681,7661.654,6717.05,6148.285,6765.999,6978.367,6566.851,9443.189,8627.756,9305.047
,7079.546,6916.569,8797.647,8496.156,7605.704,7668.113,6721.782,6152.692,6770.856,6983.617,6571.082,9451.954,8635.401,9313.656
,7085.235,6921.549,8805.514,8503.005,7611.346,7673.911,6726.827,6156.921,6776.007,6988.433,6575.373,9460.056,8642.68,9321.61
,7091.125,6926.167,8812.562,8510.483,7616.757,7680.226,6731.173,6161.51,6780.336,6993.561,6579.736,9468.852,8650.041,9329.547
,7096.601,6931.329,8820.111,8518.335,7622.51,7686.64,6736.149,6165.923,6785.624,6998.89,6584.214,9476.915,8657.098,9338.218
,7102.861,6936.605,8826.858,8526.135,7628.202,7693.05,6740.67,6170.673,6790.57,7003.955,6588.928,9485.054,8664.428,9346.84
,7109.261,6941.794,8834.842,8533.973,7633.61,7698.954,6745.685,6174.821,6795.278,7008.828,6592.848,9493.411,8671.504,9355.362
,7115.471,6947.515,8842.066,8541.635,7638.922,7705.636,6749.99,6179.483,6800.198,7013.835,6597.409,9501.863,8679.018,9363.405
,7121.849,6952.795,8849.289,8549.836,7644.341,7711.335,6755.391,6184.143,6805.46,7018.635,6601.718,9509.838,8686.156,9372.209
,7128.286,6958.008,8857.005,8557.208,7649.975,7717.984,6759.909,6188.498,6810.282,7023.472,6605.86,9517.304,8693.58,9381.188
,7134.659,6963.474,8864.071,8564.629,7655.556,7724.415,6764.875,6193.026,6815.498,7028.425,6610.209,9525.951,8700.677,9389.491
,7140.223,6968.446,8871.628,8572.13,7661.108,7730.661,6769.885,6197.296,6820.379,7033.646,6614.503,9533.826,8707.825,9397.814
,7146.141,6974.367,8879.035,8579.389,7666.22,7737.545,6774.898,6201.696,6825.267,7038.867,6618.793,9542.167,8714.849,9406.465
,7152.157,6979.413,8886.038,8586.492,7671.398,7743.787,6779.686,6205.972,6829.892,7043.769,6623.664,9550.047,8721.87,9415.785
,7158.615,6984.708,8893.19,8593.861,7677.082,7749.701,6784.266,6210.523,6834.648,7048.47,6627.739,9558.637,8728.517,9423.971
,7164.692,6989.49,8900.449,8601.266,7682.67,7756.069,6788.548,6214.862,6838.974,7053.717,6631.457,9566.56,8735.823,9432.242
,7170.797,6994.882,8907.453,8609.085,7687.938,7762.114,6793.945,6219.382,6843.6,7058.509,6635.433,9575.866,8743.24,9440.921
,7176.574,6999.787,8915.234,8616.213,7693.274,7768.504,6798.576,6223.708,6848.31,7063.085,6639.736,9583.976,8750.77,9449.123
,7183.02,7004.773,8921.966,8623.454,7698.573,7774.487,6803.27,6227.924,6853.244,7068.105,6644.154,9592.288,8758.407,9457.012
,7188.91,7009.815,8928.8,8630.252,7703.749,7781.192,6808.245,6232.259,6858.1,7073.299,6648.554,9600.909,8765.722,9466.119
,7194.943,7014.71,8936.118,8637.219,7709.126,7787.492,6813.057,6236.65,6863.243,7078.265,6653.099,9608.96,8772.702,9474.349
,7201.201,7020.259,8942.858,8644.872,7714.554,7793.858,6818.098,6240.819,6868.232,7082.716,6657.135,9617.181,8779.729,9482.722
,7207.271,7025.538,8950.388,8652.155,7720.023,7800.531,6823.271,6245.316,6872.651,7087.202,6661.349,9625.201,8787.216,9491.267
,7213.893,7030.704,8957.918,8659.351,7725.726,7807.461,6828.342,6249.895,6877.302,7092.115,6665.563,9633.17,8794.114,9499.495
,7220.006,7035.722,8965.06,8667.075,7731.122,7813.513,6833.392,6254.387,6882.09,7096.721,6669.899,9641.715,8801.765,9507.006
,7226.291,7040.818,8972.143,8674.378,7736.527,7819.743,6838.414,6258.415,6886.776,7101.656,6674.137,9650.35,8809.081,9516.179
,7232.461,7045.714,8979.609,8681.982,7741.875,7826.111,6843.198,6262.687,6891.792,7105.824,6678.479,9658.46,8816.099,9524.719
,7238.54,7050.449,8987.455,8688.979,7747.382,7832.158,6848.095,6266.89,6896.311,7110.553,6682.945,9666.626,8823.226,9533.096
