Number_of_sequences,AB-2-1-2,AB-2-13-14,AB-2-14-15,AB-2-16-17,AB-2-17-18,AB-2-18-19,AB-2-2-3,AB-2-3-4,AB-2-4-5,AB-2-0-1,AB-2-10-11,AB-2-12-13,AB-2-5-6,AB-2-6-7,AB-2-7-8,AB-2-8-9,AB-2-9-10
77600,11637.191,10608.167,9343.358,10850.511,10207.359,9315.991,10234.492,11542.995,11624.769,9998.677,11054.796,9493.663,11312.207,11603.389,10997.563,11098.211,11516.919
77700,11647.005,10617.242,9350.584,10858.74,10216.059,9323.406,10243.194,11553.161,11633.863,10006.765,11063.632,9501.005,11321.581,11612.531,11005.815,11107.001,11527.024
77800,11657.267,10625.902,9358.364,10867.449,10223.933,9331.276,10251.173,11563.372,11643.54,10013.844,11072.757,9509.082,11330.782,11621.295,11013.779,11115.357,11536.531
77900,11667.683,10634.536,9365.581,10876.041,10232.625,9338.908,10260.189,11572.29,11652.379,10021.835,11081.888,9516.352,11340.077,11630.87,11021.759,11124.169,11545.956
78000,11678.068,10643.06,9373.43,10884.656,10241.181,9346.426,10268.139,11582.433,11662.115,10030.656,11091.52,9523.85,11348.686,11640.471,11030.777,11132.734,11555.684
78100,11687.919,10651.71,9381.208,10894.007,10249.655,9353.85,10276.705,11591.682,11670.888,10039.198,11100.411,9531.364,11357.756,11649.537,11038.779,11141.835,11565.365
78200,11697.653,10661.396,9388.768,10902.476,10258.247,9361.096,10284.859,11601.562,11679.929,10047.782,11110.091,9538.735,11367.286,11658.586,11046.981,11150.487,11575.171
78300,11707.722,10670.32,9395.839,10911.002,10266.223,9368.517,10292.829,11611.08,11689.65,10056,11118.982,9546.414,11375.593,11668.36,11054.734,11159.529,11585.364
78400,11717.992,10678.773,9403.366,10919.744,10273.912,9375.725,10300.693,11620.735,11699.373,10064.666,11128.594,9554.259,11384.695,11677.62,11063.341,11168.135,11595.055
78500,11727.862,10687.106,9411.312,10929.007,10281.953,9383.358,10308.792,11630.301,11708.624,10072.79,11138.383,9561.825,11393.258,11687.824,11071.997,11177.031,11604.385
78600,11737.997,10695.78,9418.151,10937.699,10289.868,9391.305,10316.804,11640.366,11718.28,10081.254,11146.714,9569.926,11402.56,11696.668,11080.26,11185.875,11613.972
78700,11748.843,10705.414,9425.865,10946.424,10297.819,9398.437,10324.882,11650.197,11727.97,10089.572,11156.083,9577.682,11413.007,11706.542,11089.418,11194.626,11623.381
78800,11758.797,10714.211,9433.414,10954.998,10305.772,9406.106,10332.615,11660.079,11737.185,10097.607,11164.762,9585.501,11422.057,11715.614,11097.348,11203.453,11633.485
78900,11768.468,10722.688,9440.688,10963.928,10314.623,9413.858,10340.945,11670.332,11746.72,10105.393,11173.568,9593.103,11431.125,11723.975,11105.344,11212.207,11643.221
79000,11778.129,10731.565,9448.139,10973.256,10322.672,9421.115,10348.92,11680.334,11756.06,10113.883,11182.926,9600.313,11440.132,11733.375,11113.888,11221.01,11653.252
79100,11789.29,10740.425,9455.615,10981.959,10331.757,9428.504,10357.105,11691.081,11765.886,10122.521,11191.505,9607.93,11449.065,11742.647,11122.666,11229.668,11662.686
79200,11799.285,10748.845,9463.301,10990.971,10340.438,9435.75,10365.254,11700.555,11774.819,10130.578,11200.329,9614.976,11457.776,11751.707,11131.813,11238.528,11672.599
79300,11809.717,10757.625,9470.572,10999.438,10348.612,9443.599,10373.601,11709.806,11784.421,10138.937,11209.868,9622.41,11466.3,11760.841,11139.856,11247.183,11682.46
79400,11819.7,10765.682,9478.7,11008.365,10356.48,9450.622,10381.69,11719.225,11793.694,10147.301,11218.766,9630.161,11475.311,11769.759,11148.142,11255.204,11692.007
79500,11829.411,10774.054,9486.628,11017.256,10364.267,9457.973,10389.848,11728.205,11803.13,10155.641,11227.483,9637.326,11484.47,11779.301,11156.552,11263.759,11701.984
79600,11839.165,10782.732,9494.243,11025.953,10372.774,9464.991,10398.146,11737.56,11812.566,10164.098,11236.539,9645.09,11493.618,11788.636,11165.542,11272.205,11711.58
79700,11849.372,10791.017,9502.207,11034.672,10381.014,9471.431,10406.097,11747.736,11821.882,10171.897,11245.638,9652.073,11501.661,11797.904,11173.972,11280.327,11721.239
79800,11859.167,10799.153,9510.374,11043.132,10389.461,9479.631,10414.569,11756.959,11830.938,10179.884,11254.819,9659.791,11510.669,11807.03,11182.468,11288.753,11730.027
79900,11869.776,10807.331,9518.269,11050.945,10397.652,9487.411,10423.034,11767.17,11839.735,10187.961,11264.715,9667.334,11519.964,11816.836,11191.038,11296.772,11739.82
80000,11879.837,10815.581,9526.028,11059.015,10405.971,9495.208,10431.519,11776.945,11849.132,10195.748,11274.297,9675.33,11529.256,11826.12,11199.402,11305.823,11749.769
80100,11890.357,10824.078,9533.065,11067.597,10414.472,9502.475,10440.019,11786.468,11858.887,10204.099,11283.448,9683.18,11538.208,11835.763,11208.161,11313.637,11759.582
80200,11900.421,10832.031,9541.297,11076.121,10422.339,9509.756,10448.283,11796.513,11868.26,10212.561,11292.642,9690.621,11547.431,11844.806,11216.546,11321.624,11769.547
80300,11909.61,10840.044,9548.162,11084.705,10430.995,9516.532,10457.101,11805.186,11877.635,10220.5,11301.914,9697.627,11556.652,11853.94,11224.959,11330.046,11779.288
80400,11920.045,10849.251,9555.693,11093.356,10439.288,9523.895,10465.852,11814.868,11887.201,10229.089,11311.625,9705.283,11565.951,11863.348,11233.653,11338.361,11789.285
80500,11930.788,10857.546,9563.561,11101.955,10447.861,9531.678,10473.555,11824.747,11896.35,10236.372,11321.212,9712.392,11575.12,11873.277,11241.877,11347.334,11798.79
80600,11940.383,10866.15,9570.896,11110.162,10456.989,9539.326,10481.121,11834.598,11906.248,10244.953,11330.426,9719.8,11584.198,11882.464,11250.378,11356.154,11808.091
80700,11950.754,10874.823,9578.602,11118.382,10464.621,9546.563,10489.205,11844.043,11915.107,10253.594,11339.277,9727.666,11593.033,11891.915,11258.618,11364.882,11818.195
80800,11960.564,10884.194,9586.822,11127.034,10472.833,9554.03,10497.476,11853.313,11923.899,10261.153,11348.553,9735.786,11601.62,11901.078,11266.592,11373.134,11827.978
80900,11971.1,10892.321,9594.22,11135.917,10481.156,9561.293,10505.879,11862.839,11933.107,10269.158,11357.237,9743.843,11610.781,11910.393,11274.071,11381.66,11838.118
81000,11981.301,10900.721,9601.017,11143.843,10489.265,9568.445,10514.177,11872.592,11942.89,10277.064,11366.244,9751.3,11619.569,11919.31,11282.215,11390.245,11847.56
81100,11991.044,10909.526,9608.68,11152.27,10497.244,9575.889,10521.943,11882.686,11952.189,10284.851,11375.347,9758.734,11628.617,11928.583,11290.965,11399.073,11856.868
81200,12001.754,10918.46,9616.553,11160.723,10505.042,9583.399,10530.425,11891.699,11962.281,10292.859,11385.071,9766.25,11637.275,11937.966,11298.621,11407.226,11866.6
81300,12011.337,10926.982,9623.912,11168.765,10513.218,9590.771,10539.602,11900.804,11970.787,10300.948,11393.794,9773.712,11646.801,11947.505,11306.572,11416.407,11877.113
81400,12021.683,10935.131,9631.355,11176.919,10521.251,9597.351,10547.484,11909.536,11979.978,10308.249,11402.598,9780.4,11656.059,11957.077,11314.826,11425.202,11886.86
81500,12031.817,10944.123,9638.35,11185.776,10529.482,9605.083,10555.429,11919.398,11989.28,10315.85,11412.108,9788.074,11665.099,11965.468,11323.049,11434.183,11896.905
81600,12042.065,10952.822,9646.058,11194.383,10538.275,9612.594,10563.621,11928.839,11998.778,10323.604,11421.546,9795.649,11674.534,11974.626,11331.019,11442.128,11906.341
81700,12052.203,10961.267,9653.802,11202.669,10546.299,9619.848,10572.043,11937.966,12008.381,10331.745,11429.648,9802.904,11683.337,11984.138,11339.549,11450.882,11916.079
81800,12062.08,10969.849,9660.809,11211.09,10554.707,9627.252,10580.039,11947.617,12017.208,10339.279,11438.458,9810.512,11692.063,11993.318,11347.666,11458.801,11925.741
81900,12071.391,10978.439,9668.103,11219.134,10563.336,9634.168,10588.522,11956.753,12026.872,10347.091,11447.234,9817.878,11700.687,12002.547,11356.373,11466.748,11935.227
82000,12081.586,10986.591,9675.881,11227.213,10571.935,9641.244,10596.609,11965.576,12035.912,10354.615,11456.163,9825.635,11710.151,12011.72,11364.432,11475.025,11945.279
82100,12091.757,10994.962,9683.006,11235.91,10580.003,9648.164,10605.096,11974.973,12045.083,10362.979,11465.165,9833.139,11719.386,12020.789,11372.766,11484.337,11954.728
82200,12101.927,11003.441,9690.469,11244.881,10588.879,9655.391,10613.243,11984.075,12054.143,10371.484,11474.67,9840.749,11728.23,12030.289,11381.047,11491.89,11964.964
82300,12111.988,11012.399,9697.678,11252.961,10597.284,9662.377,10621.346,11993.351,12063.109,10379.489,11484.263,9847.607,11737.297,12039.49,11389.344,11500.152,11974.554
82400,12121.806,11021.195,9704.984,11260.959,10605.379,9669.863,10629.288,12002.927,12072.52,10387.947,11493.522,9854.629,11745.952,12048.406,11397.594,11508.132,11983.819
82500,12131.959,11029.377,9712.601,11269.231,10613.848,9676.889,10637.75,12012.49,12081.459,10395.845,11502.189,9861.741,11754.601,12057.262,11405.593,11516.067,11993.213
82600,12142.266,11038.513,9719.928,11277.992,10622.096,9683.896,10645.885,12021.462,12090.993,10403.719,11511.393,9868.931,11763.826,12066.384,11414.107,11524.796,12002.723
82700,12152.041,11046.379,9727.532,11287.305,10630.044,9691.197,10654.057,12031.082,12100.244,10411.675,11520.634,9876.159,11772.246,12075.98,11421.894,11532.978,12012.883
82800,12161.674,11054.891,9735.032,11295.69,10638.794,9698.14,10661.968,12040.381,12109.747,10419.851,11529.707,9883.518,11780.542,12084.401,11429.933,11541.411,12022.512
82900,12171.813,11063.81,9741.979,11304.339,10646.393,9705.071,10669.527,12049.387,12118.422,10427.61,11539.416,9891.177,11788.884,12093.164,11437.798,11549.87,12032.394
83000,12181.734,11072.399,9749.306,11312.483,10654.041,9712.121,10677.006,12060.06,12127.299,10436.537,11547.695,9898.796,11797.829,12102.47,11446.416,11558.172,12042.33
83100,12191.468,11080.547,9756.311,11321.108,10662.467,9719.511,10685.043,12069.68,12135.827,10444.722,11557.149,9905.787,11806.577,12111.816,11455.349,11566.723,12052.545
83200,12201.585,11089.583,9763.712,11329.52,10670.69,9726.808,10692.936,12079.616,12145.517,10452.942,11565.768,9912.945,11814.978,12121.38,11463.218,11574.773,12062.183
83300,12211.327,11097.903,9770.962,11337.822,10679.061,9733.825,10700.428,12088.748,12154.877,10461.765,11574.324,9919.668,11824.194,12130.565,11471.187,11583.198,12071.925
83400,12221.85,11106.175,9778.75,11346.631,10687.505,9740.956,10708.467,12098.574,12163.818,10469.904,11583.105,9927.185,11832.948,12139.713,11479.455,11591.37,12082.673
83500,12231.315,11114.924,9785.592,11354.578,10695.478,9748.056,10716.193,12107.927,12173.004,10477.702,11592.027,9935.051,11842.114,12149.151,11487.775,11599.163,12091.797
83600,12241.762,11123.013,9792.935,11363.159,10703.382,9755.326,10724.089,12117.084,12182.152,10485.811,11601.293,9942.332,11851.441,12158.065,11496.3,11607.032,12101.633
83700,12251.575,11131.067,9800.152,11371.201,10711.756,9762.643,10731.941,12126.78,12191.998,10494.215,11610.263,9950.069,11859.644,12167.069,11504.277,11614.93,12111.521
83800,12260.986,11139.552,9807.63,11379.649,10719.532,9770.729,10739.559,12136.239,12200.679,10502.318,11619.015,9957.302,11868.459,12175.774,11511.659,11623.261,12120.902
83900,12270.557,11148.187,9814.815,11388.333,10727.415,9777.684,10746.602,12145.758,12209.898,10510.887,11627.331,9965.331,11877.6,12184.863,11519.739,11631.212,12130.398
84000,12280.298,11156.446,9822.388,11397.648,10735.819,9784.574,10754.053,12155.26,12218.68,10518.752,11636.497,9972.646,11886.371,12194.075,11527.876,11639.669,12140.544
84100,12289.77,11165.214,9829.752,11405.299,10744.096,9791.862,10761.889,12164.1,12226.898,10526.69,11645.372,9979.784,11895.251,12202.751,11536.657,11647.228,12150.57
84200,12299.169,11173.787,9837.254,11413.888,10751.598,9799.217,10770.411,12172.94,12236.063,10535.173,11653.711,9986.521,11904.207,12211.651,11544.294,11656.17,12159.718
84300,12309.282,11181.892,9844.818,11422.364,10759.755,9806.958,10778.209,12181.988,12245.198,10543.107,11662.884,9993.8,11912.75,12220.685,11552.114,11664.896,12169.279
84400,12318.988,11190.388,9852.001,11431.116,10767.856,9814.348,10785.91,12191.347,12254.61,10551.544,11672.285,10001.053,11922.13,12230.136,11560.193,11672.969,12178.526
84500,12328.855,11199.039,9858.7,11438.946,10775.943,9821.672,10793.728,12200.562,12263.449,10559.721,11681.464,10007.896,11931.151,12239.48,11568.516,11681.872,12188.275
84600,12338.378,11207.895,9866.518,11447.331,10783.864,9828.258,10801.9,12209.841,12272.892,10567.796,11690.854,10015.449,11940.095,12248.467,11576.697,11689.731,12198.138
84700,12347.907,11216.323,9873.975,11455.12,10792.022,9836.022,10809.839,12218.641,12281.981,10575.564,11699.903,10022.803,11949.24,12256.826,11585.096,11697.717,12207.709
84800,12358.246,11224.937,9881.135,11463.281,10800.333,9843.793,10818.296,12228.076,12291.191,10583.709,11708.574,10030.178,11957.787,12266.271,11593.429,11706.334,12217.224
84900,12367.66,11233.834,9888.774,11471.2,10808.557,9850.818,10825.884,12237.349,12299.75,10591.455,11717.353,10036.93,11966.392,12275.54,11601.582,11714.979,12227.244
85000,12376.754,11242.141,9895.885,11479.185,10817.38,9857.793,10833.395,12246.719,12308.582,10599.569,11726.249,10044.307,11975.026,12284.791,11609.711,11723.727,12236.855
85100,12386.91,11250.639,9903.644,11487.405,10825.844,9865.035,10841.821,12256.718,12317.44,10607.454,11735.379,10051.515,11983.967,12293.589,11617.9,11731.975,12246.542
85200,12396.314,11259.601,9910.804,11496.526,10833.814,9871.941,10849.443,12265.569,12326.727,10615.163,11743.737,10058.27,11992.94,12302.144,11625.883,11740.234,12255.817
85300,12405.884,11268.058,9918.394,11504.765,10842.07,9878.979,10857.475,12274.857,12335.586,10622.667,11752.958,10065.349,12002.008,12310.849,11633.907,11748.193,12265.428
85400,12416.21,11276.107,9925.646,11512.918,10850.545,9885.932,10865.477,12284.506,12344.48,10630.678,11762.493,10072.88,12010.389,12319.932,11642.158,11756.781,12274.763
85500,12425.842,11284.539,9932.946,11520.483,10858.849,9892.977,10873.324,12293.68,12353.344,10639.308,11771.771,10079.618,12019.285,12328.648,11650.578,11765.074,12284.633
85600,12435.496,11293.291,9940.728,11529.356,10867.417,9900.048,10881.441,12302.623,12362.259,10646.891,11780.987,10087.336,12028.139,12338.105,11658.419,11773.023,12293.444
85700,12445.301,11301.735,9948.009,11537.564,10876.039,9907.67,10889.425,12311.915,12371.601,10655.296,11789.784,10094.803,12036.025,12346.957,11666.253,11781.211,12302.93
85800,12454.822,11310.864,9955.169,11546.272,10883.927,9915.045,10897.722,12321.181,12380.276,10663.068,11798.605,10102.477,12045.088,12356.24,11674.25,11788.664,12312.3
85900,12464.148,11319.61,9962.333,11554.799,10891.48,9922.035,10905.541,12330.442,12389.35,10671.326,11807.033,10109.834,12053.145,12365.267,11682.518,11797.211,12321.112
86000,12474.066,11327.757,9969.903,11563.166,10899.686,9928.683,10913.115,12340.459,12397.894,10679.398,11815.881,10117.188,12061.444,12374.114,11691.057,11805.327,12331.102
86100,12484.093,11335.812,9976.67,11571.028,10907.576,9935.825,10921.582,12349.67,12406.233,10687.559,11824.462,10124.253,12070.323,12382.578,11699.506,11813.783,12340.385
86200,12494.331,11344.133,9984.007,11578.945,10915.91,9942.756,10929.554,12358.764,12415.418,10695.116,11833.646,10131.347,12078.46,12391.892,11707.705,11822.082,12349.686
86300,12503.233,11352.21,9991.623,11587.271,10923.884,9949.828,10938.018,12367.861,12424.465,10703.098,11842.417,10138.419,12086.707,12400.468,11715.853,11830.097,12358.734
86400,12513.449,11361.231,9998.725,11595.034,10931.746,9957.394,10945.867,12377.164,12433.24,10710.555,11851.339,10145.324,12095.574,12408.931,11723.831,11838.875,12368.126
86500,12523.213,11368.858,10005.753,11603.789,10939.782,9964.38,10952.89,12386.407,12442.12,10718.995,11860.124,10152.331,12104.195,12417.503,11731.839,11847.031,12377.653
86600,12533.519,11377.489,10012.588,11611.627,10947.581,9971.708,10961.033,12395.768,12451.047,10727.21,11868.982,10160.104,12113.319,12426.551,11739.352,11855.589,12386.923
86700,12543.544,11385.634,10020.035,11619.956,10955.61,9978.638,10969.241,12404.897,12460.052,10734.883,11877.592,10167.584,12121.869,12435.148,11748.274,11864.247,12396.424
86800,12552.845,11393.625,10027.004,11628.276,10963.052,9985.509,10976.952,12413.37,12469.036,10743.364,11886.415,10175.079,12130.389,12444.191,11756.223,11873.327,12405.796
86900,12562.174,11402.128,10034.76,11636.691,10972.005,9992.471,10985.039,12422.532,12477.743,10751.334,11895.117,10182.57,12138.693,12453.094,11764.204,11882.094,12415.328
87000,12571.845,11410.134,10041.718,11644.768,10979.942,9999.513,10992.751,12431.149,12486.3,10759.847,11904.028,10190.493,12146.972,12462.286,11771.807,11890.61,12424.833
87100,12581.579,11418.425,10049.169,11652.501,10987.814,10006.292,11000.822,12440.867,12494.729,10767.795,11913.427,10197.758,12155.672,12471.105,11779.505,11898.756,12433.762
87200,12591.772,11427.076,10056.346,11661.207,10995.163,10012.863,11008.231,12450.571,12503.75,10775.931,11922.914,10204.883,12164.876,12479.953,11787.464,11907.141,12443.265
87300,12601.318,11435.165,10064.121,11669.277,11002.944,10019.438,11016.398,12459.989,12512.36,10784.087,11931.801,10211.864,12173.816,12488.25,11795.492,11915.453,12452.585
87400,12610.649,11444.008,10071.234,11677.539,11011.21,10026.716,11024.133,12469.299,12520.872,10792.208,11940.752,10218.525,12182.487,12497.116,11803.244,11924.031,12462.526
87500,12620.618,11452.103,10078.572,11685.573,11019.721,10033.765,11031.891,12478.719,12530.109,10799.719,11949.494,10225.795,12190.73,12506.114,11811.465,11931.53,12472.071
87600,12630.03,11460.603,10086.034,11692.711,11027.927,10041.029,11039.382,12487.851,12539.501,10807.858,11958.693,10232.839,12199.044,12514.904,11818.478,11939.112,12481.572
87700,12639.881,11469.187,10093.422,11700.366,11036.091,10047.763,11047.498,12497.307,12548.389,10816.074,11967.639,10240.368,12207.599,12523.865,11826.452,11947.002,12490.815
87800,12649.719,11477.338,10100.797,11708.038,11044.162,10054.761,11054.829,12506.807,12556.737,10823.934,11976.045,10247.023,12216.472,12532.76,11833.917,11955.501,12500.514
87900,12659.078,11484.904,10108.265,11716.033,11052.484,10061.796,11062.637,12515.979,12565.365,10832.435,11984.878,10253.852,12224.503,12541.005,11841.678,11963.985,12510.244
88000,12669.205,11493.157,10115.031,11724.025,11061.082,10068.997,11070.752,12525.034,12574.067,10839.698,11994.02,10260.732,12233.672,12549.809,11850.139,11972.231,12519.658
88100,12679.223,11501.914,10122.367,11732.732,11068.749,10076.254,11078.653,12534.62,12582.708,10847.631,12002.647,10267.843,12242.384,12558.725,11858.572,11980.577,12529.073
88200,12688.478,11509.505,10129.832,11740.662,11076.196,10083.019,11086.776,12543.598,12591.465,10855.478,12011.172,10275.617,12250.924,12567.694,11866.95,11988.453,12538.663
88300,12697.689,11518.001,10136.492,11748.691,11084.26,10089.744,11094.229,12552.553,12600.14,10863.486,12020.26,10282.401,12259.344,12576.359,11875.132,11996.178,12548.312
88400,12707.791,11526.24,10143.327,11757.397,11092.695,10096.581,11102,12561.577,12608.625,10871.362,12029.136,10289.955,12268.052,12585.636,11882.82,12004.107,12557.806
